,report_date,bond,bond_yield
2751,2020-01-29,R209,9.805
2750,2020-01-29,R213,9.22
2748,2020-01-29,R186,8.02
2736,2020-01-28,R208,6.58
10241,2020-01-28,ZARGB20,10.068
11661,2020-01-28,ZARGB30,10.223
2737,2020-01-28,R2023,6.795
9531,2020-01-28,ZARGB15,9.743
2745,2020-01-28,ZARGB10,9.07
2744,2020-01-28,ZARGB5,7.439
2743,2020-01-28,ZARGB3,6.785
2742,2020-01-28,ZARGB2,6.673
2741,2020-01-28,R209,9.885
2740,2020-01-28,R213,9.275
2739,2020-01-28,R2030,9.075
2738,2020-01-28,R186,8.08
10951,2020-01-28,ZARGB25,10.229
9530,2020-01-27,ZARGB15,9.713
2729,2020-01-27,R2030,9.055
2735,2020-01-27,ZARGB10,9.049
2727,2020-01-27,R2023,6.845
2728,2020-01-27,R186,8.11
2730,2020-01-27,R213,9.26
2731,2020-01-27,R209,9.85
2732,2020-01-27,ZARGB2,6.694
2733,2020-01-27,ZARGB3,6.832
2734,2020-01-27,ZARGB5,7.478
10240,2020-01-27,ZARGB20,10.04
10950,2020-01-27,ZARGB25,10.204
11660,2020-01-27,ZARGB30,10.198
2726,2020-01-27,R208,6.58
2722,2020-01-24,ZARGB2,6.738
2724,2020-01-24,ZARGB5,7.478
2721,2020-01-24,R209,9.79
2720,2020-01-24,R213,9.205
2719,2020-01-24,R2030,9.0
2718,2020-01-24,R186,8.09
2717,2020-01-24,R2023,6.87
2723,2020-01-24,ZARGB3,6.858
2716,2020-01-24,R208,6.64
10239,2020-01-24,ZARGB20,9.98
2725,2020-01-24,ZARGB10,8.992
10949,2020-01-24,ZARGB25,10.153
9529,2020-01-24,ZARGB15,9.653
11659,2020-01-24,ZARGB30,10.14
2711,2020-01-23,R209,9.785
2706,2020-01-23,R208,6.64
10948,2020-01-23,ZARGB25,10.136
9528,2020-01-23,ZARGB15,9.651
11658,2020-01-23,ZARGB30,10.118
2707,2020-01-23,R2023,6.945
2708,2020-01-23,R186,8.13
2709,2020-01-23,R2030,9.01
2710,2020-01-23,R213,9.215
10238,2020-01-23,ZARGB20,9.974
2712,2020-01-23,ZARGB2,6.77
2714,2020-01-23,ZARGB5,7.535
2715,2020-01-23,ZARGB10,9.001
2713,2020-01-23,ZARGB3,6.929
10237,2020-01-22,ZARGB20,9.929
9527,2020-01-22,ZARGB15,9.609
10947,2020-01-22,ZARGB25,10.095
2696,2020-01-22,R208,6.64
2697,2020-01-22,R2023,6.94
2698,2020-01-22,R186,8.115
2699,2020-01-22,R2030,8.98
2700,2020-01-22,R213,9.185
2701,2020-01-22,R209,9.74
2702,2020-01-22,ZARGB2,6.767
2703,2020-01-22,ZARGB3,6.924
2704,2020-01-22,ZARGB5,7.524
2705,2020-01-22,ZARGB10,8.971
11657,2020-01-22,ZARGB30,10.071
2687,2020-01-21,R2023,6.96
10946,2020-01-21,ZARGB25,10.096
9526,2020-01-21,ZARGB15,9.606
2686,2020-01-21,R208,6.64
11656,2020-01-21,ZARGB30,10.078
2690,2020-01-21,R213,9.19
2688,2020-01-21,R186,8.13
2689,2020-01-21,R2030,8.98
2691,2020-01-21,R209,9.735
2692,2020-01-21,ZARGB2,6.775
2693,2020-01-21,ZARGB3,6.942
2694,2020-01-21,ZARGB5,7.541
2695,2020-01-21,ZARGB10,8.97
10236,2020-01-21,ZARGB20,9.923
2676,2020-01-20,R208,6.64
2683,2020-01-20,ZARGB3,6.961
9525,2020-01-20,ZARGB15,9.617
2678,2020-01-20,R186,8.14
2679,2020-01-20,R2030,8.98
2680,2020-01-20,R213,9.19
2681,2020-01-20,R209,9.75
2682,2020-01-20,ZARGB2,6.783
11655,2020-01-20,ZARGB30,10.095
2684,2020-01-20,ZARGB5,7.555
2685,2020-01-20,ZARGB10,8.97
10945,2020-01-20,ZARGB25,10.108
10235,2020-01-20,ZARGB20,9.942
2677,2020-01-20,R2023,6.98
2672,2020-01-17,ZARGB2,6.781
2671,2020-01-17,R209,9.79
2670,2020-01-17,R213,9.22
2673,2020-01-17,ZARGB3,7.008
2674,2020-01-17,ZARGB5,7.598
2669,2020-01-17,R2030,9.01
2668,2020-01-17,R186,8.175
2675,2020-01-17,ZARGB10,8.998
2667,2020-01-17,R2023,7.035
2666,2020-01-17,R208,6.6
9524,2020-01-17,ZARGB15,9.654
10944,2020-01-17,ZARGB25,10.157
11654,2020-01-17,ZARGB30,10.138
10234,2020-01-17,ZARGB20,9.983
2662,2020-01-16,ZARGB2,6.787
2664,2020-01-16,ZARGB5,7.609
2661,2020-01-16,R209,9.815
2660,2020-01-16,R213,9.23
2659,2020-01-16,R2030,9.02
2658,2020-01-16,R186,8.185
2665,2020-01-16,ZARGB10,9.007
2656,2020-01-16,R208,6.6
11653,2020-01-16,ZARGB30,10.158
2657,2020-01-16,R2023,7.05
2663,2020-01-16,ZARGB3,7.022
9523,2020-01-16,ZARGB15,9.675
10233,2020-01-16,ZARGB20,10.004
10943,2020-01-16,ZARGB25,10.177
9522,2020-01-15,ZARGB15,9.695
2652,2020-01-15,ZARGB2,6.876
2646,2020-01-15,R208,6.69
2647,2020-01-15,R2023,7.14
2648,2020-01-15,R186,8.245
2649,2020-01-15,R2030,9.055
2650,2020-01-15,R213,9.265
2651,2020-01-15,R209,9.83
2653,2020-01-15,ZARGB3,7.111
2654,2020-01-15,ZARGB5,7.684
2655,2020-01-15,ZARGB10,9.041
11652,2020-01-15,ZARGB30,10.183
10232,2020-01-15,ZARGB20,10.025
10942,2020-01-15,ZARGB25,10.202
2640,2020-01-14,R213,9.255
10941,2020-01-14,ZARGB25,10.192
11651,2020-01-14,ZARGB30,10.173
2636,2020-01-14,R208,6.72
2637,2020-01-14,R2023,7.15
2639,2020-01-14,R2030,9.04
2638,2020-01-14,R186,8.255
2641,2020-01-14,R209,9.825
2642,2020-01-14,ZARGB2,6.897
9521,2020-01-14,ZARGB15,9.688
10231,2020-01-14,ZARGB20,10.02
2645,2020-01-14,ZARGB10,9.026
2643,2020-01-14,ZARGB3,7.122
2644,2020-01-14,ZARGB5,7.693
10230,2020-01-13,ZARGB20,10.045
2626,2020-01-13,R208,6.72
2627,2020-01-13,R2023,7.18
2628,2020-01-13,R186,8.265
2629,2020-01-13,R2030,9.065
10940,2020-01-13,ZARGB25,10.22
9520,2020-01-13,ZARGB15,9.714
2634,2020-01-13,ZARGB5,7.712
2635,2020-01-13,ZARGB10,9.05
11650,2020-01-13,ZARGB30,10.196
2630,2020-01-13,R213,9.285
2631,2020-01-13,R209,9.85
2632,2020-01-13,ZARGB2,6.909
2633,2020-01-13,ZARGB3,7.149
2618,2020-01-10,R186,8.21
2623,2020-01-10,ZARGB3,7.105
2617,2020-01-10,R2023,7.135
2616,2020-01-10,R208,6.72
2619,2020-01-10,R2030,9.02
2620,2020-01-10,R213,9.235
2621,2020-01-10,R209,9.785
2622,2020-01-10,ZARGB2,6.889
11649,2020-01-10,ZARGB30,10.121
2624,2020-01-10,ZARGB5,7.66
10939,2020-01-10,ZARGB25,10.145
10229,2020-01-10,ZARGB20,9.976
9519,2020-01-10,ZARGB15,9.652
2625,2020-01-10,ZARGB10,9.003
2611,2020-01-09,R209,9.805
2606,2020-01-09,R208,6.72
2607,2020-01-09,R2023,7.18
2608,2020-01-09,R186,8.235
2609,2020-01-09,R2030,9.03
2610,2020-01-09,R213,9.25
2614,2020-01-09,ZARGB5,7.695
2612,2020-01-09,ZARGB2,6.906
2613,2020-01-09,ZARGB3,7.146
2615,2020-01-09,ZARGB10,9.013
11648,2020-01-09,ZARGB30,10.128
10938,2020-01-09,ZARGB25,10.147
10228,2020-01-09,ZARGB20,9.987
9518,2020-01-09,ZARGB15,9.67
9517,2020-01-08,ZARGB15,9.66
11647,2020-01-08,ZARGB30,10.118
2596,2020-01-08,R208,6.72
10227,2020-01-08,ZARGB20,9.981
2605,2020-01-08,ZARGB10,9.007
2604,2020-01-08,ZARGB5,7.702
2603,2020-01-08,ZARGB3,7.16
2602,2020-01-08,ZARGB2,6.912
2601,2020-01-08,R209,9.795
2600,2020-01-08,R213,9.24
2599,2020-01-08,R2030,9.025
2598,2020-01-08,R186,8.235
10937,2020-01-08,ZARGB25,10.137
2597,2020-01-08,R2023,7.195
2595,2020-01-07,ZARGB10,9.016
2594,2020-01-07,ZARGB5,7.723
2593,2020-01-07,ZARGB3,7.182
2592,2020-01-07,ZARGB2,6.921
2591,2020-01-07,R209,9.78
2590,2020-01-07,R213,9.25
2589,2020-01-07,R2030,9.035
2588,2020-01-07,R186,8.255
2587,2020-01-07,R2023,7.22
9516,2020-01-07,ZARGB15,9.651
10226,2020-01-07,ZARGB20,9.966
2586,2020-01-07,R208,6.72
10936,2020-01-07,ZARGB25,10.112
11646,2020-01-07,ZARGB30,10.093
10935,2020-01-06,ZARGB25,10.082
11645,2020-01-06,ZARGB30,10.063
2576,2020-01-06,R208,6.75
2577,2020-01-06,R2023,7.215
2578,2020-01-06,R186,8.235
2579,2020-01-06,R2030,9.0
2580,2020-01-06,R213,9.215
2581,2020-01-06,R209,9.75
2582,2020-01-06,ZARGB2,6.936
2583,2020-01-06,ZARGB3,7.179
2584,2020-01-06,ZARGB5,7.71
2585,2020-01-06,ZARGB10,8.981
9515,2020-01-06,ZARGB15,9.619
10225,2020-01-06,ZARGB20,9.937
2573,2020-01-03,ZARGB3,7.193
9514,2020-01-03,ZARGB15,9.65
2572,2020-01-03,ZARGB2,6.924
2571,2020-01-03,R209,9.78
2570,2020-01-03,R213,9.25
2569,2020-01-03,R2030,9.035
2568,2020-01-03,R186,8.255
2567,2020-01-03,R2023,7.235
2566,2020-01-03,R208,6.72
10934,2020-01-03,ZARGB25,10.101
10224,2020-01-03,ZARGB20,9.967
2575,2020-01-03,ZARGB10,9.014
11644,2020-01-03,ZARGB30,10.076
2574,2020-01-03,ZARGB5,7.728
2561,2020-01-02,R209,9.72
11643,2020-01-02,ZARGB30,10.023
2560,2020-01-02,R213,9.19
2558,2020-01-02,R186,8.2
2556,2020-01-02,R208,6.72
2565,2020-01-02,ZARGB10,8.953
10933,2020-01-02,ZARGB25,10.042
9513,2020-01-02,ZARGB15,9.589
2564,2020-01-02,ZARGB5,7.675
2557,2020-01-02,R2023,7.185
2563,2020-01-02,ZARGB3,7.146
10223,2020-01-02,ZARGB20,9.907
2562,2020-01-02,ZARGB2,6.904
2559,2020-01-02,R2030,8.975
2547,2019-12-31,R2023,7.235
2550,2019-12-31,R213,9.24
2549,2019-12-31,R2030,9.02
2548,2019-12-31,R186,8.245
2551,2019-12-31,R209,9.775
2546,2019-12-31,R208,6.72
11642,2019-12-31,ZARGB30,10.067
2554,2019-12-31,ZARGB5,7.721
2555,2019-12-31,ZARGB10,8.997
10932,2019-12-31,ZARGB25,10.095
9512,2019-12-31,ZARGB15,9.643
10222,2019-12-31,ZARGB20,9.964
2552,2019-12-31,ZARGB2,6.922
2553,2019-12-31,ZARGB3,7.191
2544,2019-12-30,ZARGB5,7.683
2543,2019-12-30,ZARGB3,7.158
2536,2019-12-30,R208,6.72
2537,2019-12-30,R2023,7.2
2538,2019-12-30,R186,8.205
2539,2019-12-30,R2030,8.98
2540,2019-12-30,R213,9.2
2541,2019-12-30,R209,9.73
2542,2019-12-30,ZARGB2,6.907
2545,2019-12-30,ZARGB10,8.956
10221,2019-12-30,ZARGB20,9.92
9511,2019-12-30,ZARGB15,9.598
11641,2019-12-30,ZARGB30,10.024
10931,2019-12-30,ZARGB25,10.055
2527,2019-12-27,R2023,7.15
2526,2019-12-27,R208,6.7
2535,2019-12-27,ZARGB10,8.909
2534,2019-12-27,ZARGB5,7.633
2533,2019-12-27,ZARGB3,7.109
2532,2019-12-27,ZARGB2,6.874
2531,2019-12-27,R209,9.685
2530,2019-12-27,R213,9.155
2529,2019-12-27,R2030,8.935
2528,2019-12-27,R186,8.16
9510,2019-12-27,ZARGB15,9.553
10220,2019-12-27,ZARGB20,9.872
11640,2019-12-27,ZARGB30,9.974
10930,2019-12-27,ZARGB25,10.005
2521,2019-12-24,R209,9.75
11639,2019-12-24,ZARGB30,10.039
10929,2019-12-24,ZARGB25,10.07
9509,2019-12-24,ZARGB15,9.617
2522,2019-12-24,ZARGB2,6.881
2516,2019-12-24,R208,6.7
2517,2019-12-24,R2023,7.175
2518,2019-12-24,R186,8.215
10219,2019-12-24,ZARGB20,9.937
2519,2019-12-24,R2030,9.0
2520,2019-12-24,R213,9.22
2523,2019-12-24,ZARGB3,7.129
2525,2019-12-24,ZARGB10,8.972
2524,2019-12-24,ZARGB5,7.67
11638,2019-12-23,ZARGB30,10.064
2511,2019-12-23,R209,9.77
2506,2019-12-23,R208,6.7
2507,2019-12-23,R2023,7.18
2508,2019-12-23,R186,8.23
2509,2019-12-23,R2030,9.015
2510,2019-12-23,R213,9.24
10928,2019-12-23,ZARGB25,10.095
2512,2019-12-23,ZARGB2,6.883
2513,2019-12-23,ZARGB3,7.133
2514,2019-12-23,ZARGB5,7.679
2515,2019-12-23,ZARGB10,8.986
10218,2019-12-23,ZARGB20,9.961
9508,2019-12-23,ZARGB15,9.637
11637,2019-12-20,ZARGB30,10.074
9507,2019-12-20,ZARGB15,9.646
2504,2019-12-20,ZARGB5,7.687
10927,2019-12-20,ZARGB25,10.105
2496,2019-12-20,R208,6.7
2497,2019-12-20,R2023,7.19
10217,2019-12-20,ZARGB20,9.971
2505,2019-12-20,ZARGB10,8.994
2498,2019-12-20,R186,8.24
2499,2019-12-20,R2030,9.025
2500,2019-12-20,R213,9.25
2502,2019-12-20,ZARGB2,6.884
2503,2019-12-20,ZARGB3,7.14
2501,2019-12-20,R209,9.78
9506,2019-12-19,ZARGB15,9.679
11636,2019-12-19,ZARGB30,10.109
2486,2019-12-19,R208,6.7
2490,2019-12-19,R213,9.28
2493,2019-12-19,ZARGB3,7.175
2487,2019-12-19,R2023,7.23
2488,2019-12-19,R186,8.275
2489,2019-12-19,R2030,9.05
2491,2019-12-19,R209,9.815
2492,2019-12-19,ZARGB2,6.899
10926,2019-12-19,ZARGB25,10.14
2494,2019-12-19,ZARGB5,7.724
2495,2019-12-19,ZARGB10,9.019
10216,2019-12-19,ZARGB20,10.005
10925,2019-12-18,ZARGB25,10.197
2476,2019-12-18,R208,6.7
9505,2019-12-18,ZARGB15,9.718
2477,2019-12-18,R2023,7.235
2478,2019-12-18,R186,8.28
2479,2019-12-18,R2030,9.09
2480,2019-12-18,R213,9.315
2482,2019-12-18,ZARGB2,6.9
2481,2019-12-18,R209,9.855
2484,2019-12-18,ZARGB5,7.728
11635,2019-12-18,ZARGB30,10.178
2483,2019-12-18,ZARGB3,7.179
2485,2019-12-18,ZARGB10,9.057
10215,2019-12-18,ZARGB20,10.055
2468,2019-12-17,R186,8.28
2469,2019-12-17,R2030,9.105
2473,2019-12-17,ZARGB3,7.165
2467,2019-12-17,R2023,7.22
2466,2019-12-17,R208,6.7
2470,2019-12-17,R213,9.335
2471,2019-12-17,R209,9.87
2472,2019-12-17,ZARGB2,6.893
9504,2019-12-17,ZARGB15,9.734
2474,2019-12-17,ZARGB5,7.72
10214,2019-12-17,ZARGB20,10.07
2475,2019-12-17,ZARGB10,9.07
10924,2019-12-17,ZARGB25,10.216
11634,2019-12-17,ZARGB30,10.191
2456,2019-12-13,R208,6.7
2461,2019-12-13,R209,9.875
11633,2019-12-13,ZARGB30,10.191
2457,2019-12-13,R2023,7.235
2458,2019-12-13,R186,8.315
2459,2019-12-13,R2030,9.13
2460,2019-12-13,R213,9.345
10213,2019-12-13,ZARGB20,10.069
2462,2019-12-13,ZARGB2,6.896
2463,2019-12-13,ZARGB3,7.175
2464,2019-12-13,ZARGB5,7.741
2465,2019-12-13,ZARGB10,9.093
9503,2019-12-13,ZARGB15,9.739
10923,2019-12-13,ZARGB25,10.216
2455,2019-12-12,ZARGB10,9.117
2454,2019-12-12,ZARGB5,7.754
2453,2019-12-12,ZARGB3,7.179
2452,2019-12-12,ZARGB2,6.897
2449,2019-12-12,R2030,9.155
2446,2019-12-12,R208,6.7
11632,2019-12-12,ZARGB30,10.201
2448,2019-12-12,R186,8.34
2447,2019-12-12,R2023,7.24
2451,2019-12-12,R209,9.88
10922,2019-12-12,ZARGB25,10.226
9502,2019-12-12,ZARGB15,9.749
2450,2019-12-12,R213,9.37
10212,2019-12-12,ZARGB20,10.074
2436,2019-12-11,R208,6.7
9501,2019-12-11,ZARGB15,9.794
2437,2019-12-11,R2023,7.275
10211,2019-12-11,ZARGB20,10.123
10921,2019-12-11,ZARGB25,10.272
11631,2019-12-11,ZARGB30,10.254
2438,2019-12-11,R186,8.385
2445,2019-12-11,ZARGB10,9.147
2444,2019-12-11,ZARGB5,7.793
2439,2019-12-11,R2030,9.185
2440,2019-12-11,R213,9.405
2441,2019-12-11,R209,9.93
2442,2019-12-11,ZARGB2,6.909
2443,2019-12-11,ZARGB3,7.209
2435,2019-12-10,ZARGB10,9.186
2434,2019-12-10,ZARGB5,7.817
10210,2019-12-10,ZARGB20,10.161
2426,2019-12-10,R208,6.7
2427,2019-12-10,R2023,7.295
2428,2019-12-10,R186,8.415
2429,2019-12-10,R2030,9.225
2430,2019-12-10,R213,9.445
2431,2019-12-10,R209,9.955
2432,2019-12-10,ZARGB2,6.915
11630,2019-12-10,ZARGB30,10.294
10920,2019-12-10,ZARGB25,10.312
2433,2019-12-10,ZARGB3,7.226
9500,2019-12-10,ZARGB15,9.823
9499,2019-12-09,ZARGB15,9.745
10209,2019-12-09,ZARGB20,10.086
10919,2019-12-09,ZARGB25,10.241
2416,2019-12-09,R208,6.7
2417,2019-12-09,R2023,7.285
2424,2019-12-09,ZARGB5,7.788
2420,2019-12-09,R213,9.375
2423,2019-12-09,ZARGB3,7.216
2425,2019-12-09,ZARGB10,9.121
2422,2019-12-09,ZARGB2,6.911
2421,2019-12-09,R209,9.875
11629,2019-12-09,ZARGB30,10.216
2418,2019-12-09,R186,8.365
2419,2019-12-09,R2030,9.16
2407,2019-12-06,R2023,7.325
2411,2019-12-06,R209,9.905
2406,2019-12-06,R208,6.7
10208,2019-12-06,ZARGB20,10.123
2408,2019-12-06,R186,8.405
2409,2019-12-06,R2030,9.205
2410,2019-12-06,R213,9.41
2413,2019-12-06,ZARGB3,7.249
2412,2019-12-06,ZARGB2,6.923
2414,2019-12-06,ZARGB5,7.825
2415,2019-12-06,ZARGB10,9.163
10918,2019-12-06,ZARGB25,10.28
11628,2019-12-06,ZARGB30,10.249
9498,2019-12-06,ZARGB15,9.776
2399,2019-12-05,R2030,9.21
10207,2019-12-05,ZARGB20,10.135
2396,2019-12-05,R208,6.7
2398,2019-12-05,R186,8.425
2397,2019-12-05,R2023,7.34
2400,2019-12-05,R213,9.43
2401,2019-12-05,R209,9.915
2402,2019-12-05,ZARGB2,6.927
2403,2019-12-05,ZARGB3,7.261
2404,2019-12-05,ZARGB5,7.842
2405,2019-12-05,ZARGB10,9.169
11627,2019-12-05,ZARGB30,10.256
9497,2019-12-05,ZARGB15,9.788
10917,2019-12-05,ZARGB25,10.281
2386,2019-12-04,R208,6.7
9496,2019-12-04,ZARGB15,9.762
10916,2019-12-04,ZARGB25,10.241
10206,2019-12-04,ZARGB20,10.106
2387,2019-12-04,R2023,7.375
2392,2019-12-04,ZARGB2,6.939
11626,2019-12-04,ZARGB30,10.216
2395,2019-12-04,ZARGB10,9.139
2388,2019-12-04,R186,8.41
2393,2019-12-04,ZARGB3,7.291
2394,2019-12-04,ZARGB5,7.853
2391,2019-12-04,R209,9.89
2390,2019-12-04,R213,9.4
2389,2019-12-04,R2030,9.18
2376,2019-12-03,R208,6.7
10915,2019-12-03,ZARGB25,10.325
2382,2019-12-03,ZARGB2,6.962
2377,2019-12-03,R2023,7.445
2378,2019-12-03,R186,8.475
2379,2019-12-03,R2030,9.25
2380,2019-12-03,R213,9.475
2381,2019-12-03,R209,9.965
9495,2019-12-03,ZARGB15,9.836
2383,2019-12-03,ZARGB3,7.351
2385,2019-12-03,ZARGB10,9.208
2384,2019-12-03,ZARGB5,7.92
10205,2019-12-03,ZARGB20,10.187
11625,2019-12-03,ZARGB30,10.294
2369,2019-12-02,R2030,9.245
9494,2019-12-02,ZARGB15,9.809
10914,2019-12-02,ZARGB25,10.289
2366,2019-12-02,R208,6.7
2367,2019-12-02,R2023,7.465
2368,2019-12-02,R186,8.475
2375,2019-12-02,ZARGB10,9.202
2370,2019-12-02,R213,9.47
11624,2019-12-02,ZARGB30,10.252
2374,2019-12-02,ZARGB5,7.93
2371,2019-12-02,R209,9.93
10204,2019-12-02,ZARGB20,10.151
2373,2019-12-02,ZARGB3,7.368
2372,2019-12-02,ZARGB2,6.968
2356,2019-11-29,R208,6.7
9493,2019-11-29,ZARGB15,9.765
10203,2019-11-29,ZARGB20,10.106
10913,2019-11-29,ZARGB25,10.249
11623,2019-11-29,ZARGB30,10.212
2363,2019-11-29,ZARGB3,7.338
2364,2019-11-29,ZARGB5,7.898
2357,2019-11-29,R2023,7.435
2365,2019-11-29,ZARGB10,9.161
2359,2019-11-29,R2030,9.205
2360,2019-11-29,R213,9.43
2361,2019-11-29,R209,9.885
2362,2019-11-29,ZARGB2,6.954
2358,2019-11-29,R186,8.445
2352,2019-11-28,ZARGB2,6.959
2351,2019-11-28,R209,9.9
2346,2019-11-28,R208,6.7
2350,2019-11-28,R213,9.445
2349,2019-11-28,R2030,9.22
2348,2019-11-28,R186,8.46
2347,2019-11-28,R2023,7.45
2353,2019-11-28,ZARGB3,7.35
2354,2019-11-28,ZARGB5,7.912
9492,2019-11-28,ZARGB15,9.779
10202,2019-11-28,ZARGB20,10.121
10912,2019-11-28,ZARGB25,10.259
2355,2019-11-28,ZARGB10,9.175
11622,2019-11-28,ZARGB30,10.222
11621,2019-11-27,ZARGB30,10.177
2341,2019-11-27,R209,9.855
2336,2019-11-27,R208,6.7
2337,2019-11-27,R2023,7.415
2338,2019-11-27,R186,8.42
2340,2019-11-27,R213,9.4
2339,2019-11-27,R2030,9.17
2342,2019-11-27,ZARGB2,6.945
10911,2019-11-27,ZARGB25,10.214
2343,2019-11-27,ZARGB3,7.319
10201,2019-11-27,ZARGB20,10.079
9491,2019-11-27,ZARGB15,9.734
2345,2019-11-27,ZARGB10,9.125
2344,2019-11-27,ZARGB5,7.874
2335,2019-11-25,ZARGB10,9.174
2334,2019-11-25,ZARGB5,7.92
2332,2019-11-25,ZARGB2,6.96
2331,2019-11-25,R209,9.9
2330,2019-11-25,R213,9.445
2329,2019-11-25,R2030,9.22
2328,2019-11-25,R186,8.465
2327,2019-11-25,R2023,7.465
2326,2019-11-25,R208,6.7
2333,2019-11-25,ZARGB3,7.36
11620,2019-11-25,ZARGB30,10.247
9490,2019-11-25,ZARGB15,9.779
10200,2019-11-25,ZARGB20,10.13
10910,2019-11-25,ZARGB25,10.271
2320,2019-11-22,R213,9.36
2321,2019-11-22,R209,9.805
11619,2019-11-22,ZARGB30,10.147
10909,2019-11-22,ZARGB25,10.171
2325,2019-11-22,ZARGB10,9.087
2324,2019-11-22,ZARGB5,7.839
2323,2019-11-22,ZARGB3,7.292
2322,2019-11-22,ZARGB2,6.932
9489,2019-11-22,ZARGB15,9.685
2319,2019-11-22,R2030,9.135
2318,2019-11-22,R186,8.38
2317,2019-11-22,R2023,7.39
2316,2019-11-22,R208,6.7
10199,2019-11-22,ZARGB20,10.036
9488,2019-11-21,ZARGB15,9.615
10908,2019-11-21,ZARGB25,10.096
2310,2019-11-21,R213,9.29
2311,2019-11-21,R209,9.735
2306,2019-11-21,R208,6.7
2309,2019-11-21,R2030,9.065
2307,2019-11-21,R2023,7.335
2312,2019-11-21,ZARGB2,6.913
2313,2019-11-21,ZARGB3,7.244
2314,2019-11-21,ZARGB5,7.783
2315,2019-11-21,ZARGB10,9.017
11618,2019-11-21,ZARGB30,10.072
2308,2019-11-21,R186,8.325
10198,2019-11-21,ZARGB20,9.962
10197,2019-11-20,ZARGB20,9.957
2303,2019-11-20,ZARGB3,7.209
2297,2019-11-20,R2023,7.295
2296,2019-11-20,R208,6.7
11617,2019-11-20,ZARGB30,10.067
2298,2019-11-20,R186,8.32
2299,2019-11-20,R2030,9.065
10907,2019-11-20,ZARGB25,10.091
2300,2019-11-20,R213,9.285
2301,2019-11-20,R209,9.735
2302,2019-11-20,ZARGB2,6.898
2304,2019-11-20,ZARGB5,7.758
2305,2019-11-20,ZARGB10,9.016
9487,2019-11-20,ZARGB15,9.614
10196,2019-11-19,ZARGB20,9.959
10906,2019-11-19,ZARGB25,10.086
11616,2019-11-19,ZARGB30,10.062
2292,2019-11-19,ZARGB2,6.871
2293,2019-11-19,ZARGB3,7.218
2289,2019-11-19,R2030,9.07
2290,2019-11-19,R213,9.29
2288,2019-11-19,R186,8.355
2287,2019-11-19,R2023,7.315
2286,2019-11-19,R208,6.65
2294,2019-11-19,ZARGB5,7.784
9486,2019-11-19,ZARGB15,9.618
2291,2019-11-19,R209,9.74
2295,2019-11-19,ZARGB10,9.022
2280,2019-11-18,R213,9.33
2281,2019-11-18,R209,9.795
2283,2019-11-18,ZARGB3,7.268
2279,2019-11-18,R2030,9.115
2276,2019-11-18,R208,6.65
2282,2019-11-18,ZARGB2,6.89
10905,2019-11-18,ZARGB25,10.136
2284,2019-11-18,ZARGB5,7.837
2278,2019-11-18,R186,8.4
10195,2019-11-18,ZARGB20,10.01
2285,2019-11-18,ZARGB10,9.067
9485,2019-11-18,ZARGB15,9.669
11615,2019-11-18,ZARGB30,10.112
2277,2019-11-18,R2023,7.375
10904,2019-11-15,ZARGB25,10.071
2273,2019-11-15,ZARGB3,7.24
2275,2019-11-15,ZARGB10,9.026
2274,2019-11-15,ZARGB5,7.807
2272,2019-11-15,ZARGB2,6.877
2270,2019-11-15,R213,9.285
2269,2019-11-15,R2030,9.075
2268,2019-11-15,R186,8.375
10194,2019-11-15,ZARGB20,9.947
2267,2019-11-15,R2023,7.345
2266,2019-11-15,R208,6.65
9484,2019-11-15,ZARGB15,9.609
11614,2019-11-15,ZARGB30,10.047
2271,2019-11-15,R209,9.73
9483,2019-11-14,ZARGB15,9.646
11613,2019-11-14,ZARGB30,10.077
2259,2019-11-14,R2030,9.12
2258,2019-11-14,R186,8.425
10903,2019-11-14,ZARGB25,10.101
10193,2019-11-14,ZARGB20,9.978
2260,2019-11-14,R213,9.33
2261,2019-11-14,R209,9.765
2262,2019-11-14,ZARGB2,6.89
2263,2019-11-14,ZARGB3,7.277
2256,2019-11-14,R208,6.65
2257,2019-11-14,R2023,7.39
2264,2019-11-14,ZARGB5,7.853
2265,2019-11-14,ZARGB10,9.07
11612,2019-11-13,ZARGB30,10.082
2251,2019-11-13,R209,9.77
9482,2019-11-13,ZARGB15,9.655
10192,2019-11-13,ZARGB20,9.983
2252,2019-11-13,ZARGB2,6.901
2246,2019-11-13,R208,6.65
2250,2019-11-13,R213,9.35
2247,2019-11-13,R2023,7.425
2248,2019-11-13,R186,8.455
2255,2019-11-13,ZARGB10,9.095
2254,2019-11-13,ZARGB5,7.885
2253,2019-11-13,ZARGB3,7.305
10902,2019-11-13,ZARGB25,10.106
2249,2019-11-13,R2030,9.145
2236,2019-11-12,R208,6.7
2237,2019-11-12,R2023,7.44
2238,2019-11-12,R186,8.455
2239,2019-11-12,R2030,9.155
2240,2019-11-12,R213,9.355
10191,2019-11-12,ZARGB20,9.993
2241,2019-11-12,R209,9.78
10901,2019-11-12,ZARGB25,10.116
2245,2019-11-12,ZARGB10,9.104
11611,2019-11-12,ZARGB30,10.092
9481,2019-11-12,ZARGB15,9.664
2242,2019-11-12,ZARGB2,6.938
2244,2019-11-12,ZARGB5,7.893
2243,2019-11-12,ZARGB3,7.325
2235,2019-11-11,ZARGB10,9.138
2234,2019-11-11,ZARGB5,7.924
2232,2019-11-11,ZARGB2,6.947
